root_id	root_tweet	reply_id	reply_tweet	root_stance	reply_stance	reply_as_root
1365067566369173510	#groepsimmuniteit #herdimmunity helder uitleg van @MinPres https://t.co/1IW0HM60RU	1365181575026118657	@ansgarjohn @MinPres Gewoon de ouderen en zwakkeren beschermen en als eerste vaccineren en onder de jongeren het virus rond laten gaan , hoe eerder groepsimmuniteit . Zo moeilijk kan het toch niet zijn.	Unrelated	Unrelated	
1364984539899170819	"Kan iemand mij aub geruststellen dat het gestopt kan worden, ongedaan kan worden die achterlijke #vaccinatiebewijs #vaccinatiepaspoort 
Wat moeten we doen?"	1365181939829899264	@wenwebe Wat is precies het probleem? Heeft je kind niet zoân geel boekje met daarin bijv. DKTP, heb jij vroeger geen polioprik gehad, krijgt niemand in je familie een griepprik?	Against	Disagree	
1365020495691800580	"Met de recente gegevens uit Schotland en Israel zou de Hoge Gezondheidsraad en de Task Force Vaccinaties zich misschien terug kunnen buigen over
1) een vaccinatiestrategie waar we beginnen met iedereen een eerste dosis te geven.
2) AstraZeneca vaccins toch aan 65+ te geven. https://t.co/P6oJU0si9U"	1365182982886195202	"@vanranstmarc Slim, eerst de zorg , zorgen met 2 spuiten , plots tja die iets ouder geef die maar 1 spuit en vervolg 
De jeugd och studie wijst uit een halve is genoeg !!!
Nadien genoeg vaccins tja studie geef maar 3.
We dronken een glas we deden een plas en alles bleef gelijk het was ðð"	Favour	Disagree	
1364863409121075201	Wie van u is inmiddels gevaccineerd tegen Covid-19? #dtv	1365184301504073728	"@wierdduk Heb een brief met uitnodiging voor vaccinatie gekregen voor 3 maart en 27 mei met Astazeneca.
Huisarts mail gestuurd met kritische concrete vragen en bedenkingen met verwijzingen naar besluiten Zw-Be-No/De. Algemeen antwoord gehad waarbij niet in ingegaan op de vragen"	Neutral	Disagree	
1365174086436081664	EU positief over digitaal vaccinatiepaspoort, Nederland nog terughoudend | NU - Het laatste nieuws het eerst op https://t.co/iPEgDuZIJl https://t.co/x9ycLmualX	1365185517684457477	@PaulKater @Earhaan Men weet ondertussen dat vaccineren en iets met digitaal gewoon niet goed samen gaat... Althans onder dit kabinet dan... https://t.co/4EXxhcdxGo	Neutral	Disagree	
1365183133784698889	"Omstreden huisarts weigert patiënten zonder vaccinatieverklaring
https://t.co/BdmqYO74kh"	1365185615264948225	@HartvNL Beetje misleidende kop gebruikt. Deze huisarts wijst juist op de gevaren van een vaccinatie. Nu lijkt alsof er staat dat hij patienten zonder vaccinatie in zijn praktijk weigert. Flauw.	Neutral	Disagree	
1364857123704815616	"Van Haga suggereert dat bij coronadoden de ene kant wordt uitgesjoemeld en bij vaccindoden de andere kant. Welkom in het riool. #FVD
https://t.co/rvkooSO0hK"	1365187203727577088	"@Simon_Rozendaal Het is een feit, lees je in!
Op internet is te vinden hoe overlijdens ingevuld moeten worden. Zodra iemand besmet is, dan is het een covid dode. Dat is een feit!
Bij vaccin hebben ze het over onderliggend lijden. Nu jij!
(sorry mr v haga...)"	Against	Elaborate	
1365009237840166919	Als de mensen  naar bjjv Thailand gaan nemen ze de nodige vaccins en je krijgt het gele boekje van de GGD is al een soort paspoort . Nu komt er een #vaccinatiepaspoort en veel mensen zeiken er over. Nederland is een zeik land geworden.	1365188532055212034	@jaaping @dinie_van Precies. En wel gezegd op 17 maart. Want ik laat me niet verplichten. Groot verschil met vaccineren voor reizen is dat ik hier in mijn eigen land niet uitgesloten wil worden. Weggezet als die vieze ongevaccineerde. Nee bedankt.	Favour	Disagree	
1365180307385634820	Europa maakt voorzichtig werk van vaccinatiepaspoort https://t.co/q1FRJkyF6Z https://t.co/WogdKmuWva	1365189867710410753	@destandaard Elke 6 maand om een prik. Denk het niet. Waar zitten nu de topadvocaten om dit aan te vechten? Willen we werkelijk in een politiestaat belanden?	Neutral	Disagree	
1365177947968126978	"Miljoenen mensen laten zich zonder verzet inspuiten om maar een beetje vrijheid terug te krijgen.

Mensen, vecht en strijdt voor je rechten. Laten we niet toestaan dat je indirect verplicht wordt om je toch in te laten enten zodat je meer vrijheden krijgt. https://t.co/nplFi4qRI1"	1365190827916615686	@AG28071973 Ik hoor meerdere tegenstrijdige berichten.  Er schijnt een 2e Neurenberg tribunaal aan te komen.  Maar ook dat vaccinatie paspoort bericht en de no vaccine no food bericht was ook shockerend.  https://t.co/c4hIywpprr)	Against	Unrelated	
1364854714026897410	"-Ik heb nooit een mondkap gedragen!
-Ik heb nooit een winkelwagentje schoongemaakt. 
-Ik schud handen. 
-1,5 mtr....geen idee. 

Ik hoef van niemand een sticker...

Maar ik voel me prima."	1365191035710758912	@DeLo1973 Hier idemdito, voel me prima. Voor mij dus geen vaccin of andere narigheid. #klaarmetRutte3 #FVD	Unrelated	Unrelated	
1365190501746499586	"EU positief over digitaal vaccinatiepaspoort, Nederland nog terughoudend
Dus... we zullen zien of onze vrijheid definitief afgenomen wordt in ruil voor een sticker voor goed gedrag. En ik begrijp niet dat mensen het allemaal maar laten gebeuren.  https://t.co/AVLvIJnBwF"	1365191303345094658	@mistermindset Ik zie het eerder andersom. Je krijgt je vrijheid terug als je kunt aantonen dat je bent gevaccineerd. Geen enkele moeite mee.	Against	Disagree	
1365007028771504128	#vaccinatiepaspoort is niet voor een 'betere wereld' maar voor 'gecontroleerde wereld'!	1365191339776835585	@dafuck1980 #vaccinatiepaspoort zoals een NL paspoort, ID of rijbewijs?	Against	Query	
1365003239066845191	"AANGENOMEN. 

Koningsdag 2021 gaat door. https://t.co/LYpV1R7M6P"	1365192048119341056	"@geertwilderspvv Totaal onbelangrijk, na het tekenen van de spoedwet en een aanvulling hierop om de avondklok in stand te houden, heeft het koningshuis totaal afgedaan!!
Zorg er liever voor dat er geen vaccinatie paspoort komt, dat is belangrijk, voorkom tweespalt en discriminatie!!"	Unrelated	Unrelated	
1365047333998714881	Indoctrinatie op school @thierrybaudet https://t.co/GAFRGD5bVB	1365192121498632192	@mustapha_muh @Barbes_NL @Agnescmv @thierrybaudet Vertel, wat zit er allemaal in het vaccin? Ik ben benieuwd naar je info en onderbouwing met bronnen. Ik ben enorm benieuwd!	Unrelated	Unrelated	
1365185427372716032	Winkeliers in de non-foodsector hebben in januari te maken gehad met de sterkste neergang van hun verkopen in zeker 16 jaar.  https://t.co/h0ABh4GXNd	1365192574382837763	@parool Daar sta ik niet van te kijken, maar wat heeft deze foto met de winkeliers te maken. ik word schijtziek van deze foto's waarbij mensen die geprikt of in hun neus een stokje geduwd krijgen die elke krant bij het woordje corona plaatsen.	Unrelated	Unrelated	
1365063478512386049	Dat vaccinatiepaspoort komt dat voor of na de coronabarometer ?	1365192997281935360	@Jeankegaat @wal_martijn Dat gaat er nog eerder zijn dan de vaccinaties	Neutral	Unrelated	
1365069582415892481	Dinsdag krijg ik astra zeneca. Joepie. Wel hoor ik nare berichten over dit vaccin(over het beschermingpercentage bijv. ) . Een gekke vraag :is het mogelijk eerst het astra vaccin te krijgen en later als er genoeg is een Pfizer vaccin. Of bijten die elkaar?? #Corona	1365193156451590145	"@JoDebije Ik lees ook berichten die goeie bescherming melden.
Het lijkt er wel op dat als je als je onverhoopt toch corona krijgt het dan mild is bij alle vaccins."	Favour	Elaborate	
1365086211858194437	Time to fucking wake up people https://t.co/d2zfHKkgU6	1365193362295447552	"@JornLuka Hier zegt hij:""Geen bezwaar tegen vaccinatiepaspoort, dat is het plan, we werken er aan.""
Wat betekent dat ze narrative aan het opbouwen zijn voor draagvlak. Dit jaar komen er weer een enorme valse uitbraken en nepcijfers. En wetten die aangepast worden.â ï¸"	Unrelated	Unrelated	
1364937390167629828	Een tweeluik. https://t.co/Kw0Fr6ja5q	1365193763262464000	"@RobertM0905 @HelemaalRens @Sandervandam2 En dan word ik straks als ongevaccineerde uit de maatschappij geweerd. ""Maar het is niet verplicht hoor!""

Maar joh, laat maar. Ik weet iemand waar ik me tegen betaling op papier kan laten vaccineren, zonder echt die spuit te krijgen. Probleem ook opgelost."	Unrelated	Unrelated	
1365040778989494272	"Collega-arts Elke de Klerk stuurde een brief aan een heleboel huisartsen. Ze heeft duidelijk haar best gedaan om er een officieel uitziend juridisch document van te maken waarin ze huisartsen beschuldigd aan een experiment mee te doen.

https://t.co/ymF2mg3Ert"	1365194299969830915	@Arjen_Joosse @Meggy_Mae Het helpt dus ook tegen de bijwerkingen van een Pfizer vaccin wanneer je het 3 weken vantevoren laat inspuiten!! Wat zou de halfwaardetijd zijn?	Unrelated	Unrelated	
1365057911098138626	"Kijk nou toch eens .@viruswaarheid heeft (WEER) gelogen. 
Ga je lekker Willem EnG? https://t.co/ZR1PzQwHYO"	1365194480807268352	@hethadgekund @viruswaarheid M'n halve familie is al gevaccineerd en iedereen leeft nog en geven geen licht in het donker.	Unrelated	Unrelated	
1364995888192622595	"Daar gaan we...
Schaarste creëren door een evenement te organiseren waarbij je vooraf testbewijs moet laten zien en meer... 
mensen snakken ernaar en geven alles op! 
Mensen trap er NIET IN!!!! We zijn verloren! #StemZeWeg #coronamaatregelen #RutteMoetWeg #coronavaccin"	1365194742586347520	@TheWhiteWolves5 Daarnaast komt vrijheid nooit terug als je jezelf met vaccinerenen andere shit inlaat. De machtige criminelen laten zich ook niet als proefkonijn misbruikenðð https://t.co/0mC7U3Q0TX	Against	Elaborate	
1365192020755677186	Covid19 neemt alle twijfel weg over de archaïsche bureaucratie aka onze overheid.	1365194743911694339	@GeertNoels Het feit dat je pas maanden na het bestellen van vaccins gaat beginnen nadenken over de praktische organisatie van de inentingen noem ik schuldig verzuim!	Unrelated	Unrelated	
1365715543072858119	We moeten vaccinatie voorbeeld nemen aan Israël' Waarom rot dat globalistische MONSTER @SigridKaag niet gewoon op naar Israel? Ze heeft er al een huis en heeft NIKS met Nederland. NIKS! Die arme mensen daar kunnen niet eens meer het strand op zonder vaccinatiebewijs. SCHANDE!	1365784385644036101	@robertjensen @SigridKaag Wel vreemd dat zij dit zegt, haar man is Palestijn en die zijn juist genegeerd met vaccinaties.	Against	Elaborate	
1365770564267368450	Na de grote winst bij de Provinciale Statenverkiezingen in 2019 regeert #FvD mee in de regio. Wat heeft het de achterban tot nu toe opgeleverd? #Nieuwsuur https://t.co/UuhPfV2EuB	1365784423573159937	@ArjanKleuver @Nieuwsuur Hoe er op moties is gestemd het afgelopen jaar door D66 is al duidelijk genoeg. Jullie zijn bijv voor verplicht vaccineren. Levensgevaarlijke partij. En dan die elitaire houding van mevr Kaag. Sorry maar ik word onpasselijk van die vrouw.	Unrelated	Unrelated	
1365534557286633473	"Update 40u na #astrazeneca #vaccin :
Beter geslapen. Hoofd lijkt frisser (voor zover dat mogelijk is om 6u).
Spierpijn lijkt weg.
Arm alleen nog pijn bij aanraken.
temperatuur 36,7.
Lijkt alsof alles terug naar normaal is. 
Dus al bij al slechts milde bijwerkingen gehad. #COVID19"	1365784509921198082	@ancapoen @krannoot Ook zoveel pijn in je rug na het vaccin #AstraZeneca ? Ik heb het donderdagavond gehad en nog steeds veel pijn in mijn rug. Vandaag bijna de hele dag in bed gelegen, wel geen koorts meer gelukkig.	Favour	Query	
1365767235294400513	"Kom eens door met dat Janssen vaccin 
Dan is 1 prik genoeg en beschermt voldoende
Probleem opgelost https://t.co/5cm3hDdzii"	1365785428578754570	"@tellmet37986227 Bij reuma zeker even navragen bij je behandelend arts
In principe heeft elk vaccin bijwerkingen maar de meeste niet ernstig en soms helemaal niet 
Pfizer/Moderna word afgeraden bij auto imm, zwanger, allergie en reuma"	Favour	Elaborate	
1364844450774720518	"Telegraaf over kosten C19 crisis:

- Prof Bosma: 'Voor medicijnen geldt MAX 80K euro per goed levensjaar (qaly).'

- De schade v C19 lockdowns etc is ca 100M/dag, dat is 0.25M-2M per qaly, dus 3-25x te hoog.

Kortom, de verhoudingen zijn volkomen zoek.

https://t.co/aoOuZvzTPd"	1365786325144776704	@MrOoijer @wouterkeller @rivm @markrutte Ik weet prima hoe exponentiÃ«le groei werkt. Ik heb ook zeer sterk mijn twijfels over de exponentialiteit van de versprijding van het virus. Hoe meer mensen er besmet of gevaccineerd zijn, hoe langzamer het zal gaan.	Unrelated	Unrelated	
1365781271306268675	"Volgens #Ipsos-onderzoeker van Heck zijn de gematigde stemmers bij #FvD verdwenen. ""Het percentage #complotdenkers is groter geworden. Er is nu een kiezersgroep die 'no matter what' trouw blijft. https://t.co/Ti960LUZ1A #nieuwsuur #hardekern #Baudet"	1365786837395111946	@BoyM1982 Aan de coronaregels houden is noodzakelijk en voor een vaccinatie kun je een allergie hebben dan is het dubieus om je een wappie te noemen	Unrelated	Unrelated	
1365447339935162368	Al die mensen die witheet worden bij het idee van een  #vaccinatiecertificaat. Hoe gingen jullie naar de Tropen?	1365787241956708352	@hnkdvrs @WitchCraftiste @sarcasmoloog @AylinBilic Het vaccin stimuleert je immuunsysteem. Het maakt je niet onoverwinnelijk. Het is niet alsof je in een ketel met toverdrank bent gevallen. https://t.co/v2ruUXJb6j	Favour	Elaborate	
1365397828642742275	"Omdat er veel over gezegd en geschreven wordt over #longcovid, een lang draadje. Persoonlijke mening en maar een huisarts, oordeel zelf. 
Nu we stilaan toch de eindfase (?) naderen i.v.m. COVID-19, lees: druk op zorg doen afnemen, hospitalisatie en sterfte reduceren   1/"	1365787449868365824	@CCatootje @huishoudkunde @SebaVermeulen Omdat artsen in hun opleiding te horen krijgen dat vaccineren de heilige graal is. Kijk dit filmpje maar eens over het ontstaan van de huidige gezondheidszorg en pharma. Dan snapt u het. ð¸ https://t.co/M3dPPyUypN	Unrelated	Unrelated	
1365651765580947458	In Israël. https://t.co/yyUagh4hye	1365787578834763782	@SBergsma Apartheid 2.0 in uitvoering. Actief onderscheid maken tussen gevaccineerden en niet-gevaccineerden. Dat is een vorm van discriminatie en uitsluiting. Dit zal in NL verbloemd gebracht worden, totdat er een maatschappij zal ontstaan van tweederangs burgers. Ongezellige stoel ook!	Unrelated	Unrelated	
1365776685484953604	"D66 is altijd van de leuke plannen op papier. Leuk totdat je gaat kijken wat het betekent voor marginale groepen.

Dit plan maakt niet iedereen vrij. Ik moet mijn kind min of meer mishandelen en traumatiseren als dit doorgaat! https://t.co/qt3HNtLKh3"	1365787997656989699	"@oO_Erina_Oo Vaccinatie zorgt voor minder kans op ziekenhuisopnames en dus verlicht het de druk op de zorg.
En de boel hoeft niet meteen helemaal open."	Unrelated	Unrelated	
1365692555556515846	D66 pleit voor vaccinatiebewijs https://t.co/TETxjF2c7d	1365788846588375040	"@brian_daal @ctr_alt_forward @Teletekst @D66 Als D66 100% van de mensen wil dwingen tot de keuze van een vaccin nemen of ze buiten de samenleving plaatsen, dan dienen ze ook voor 100% garant te staan.

Zij willen de keuze maken voor anderen, zijn de gevolgen ook voor hen. Durven ze dat niet aan? Dan mensen zelf laten kiezen"	Neutral	Disagree	
1365651859420102663	"Een Joodse ondernemer is opnieuw slachtoffer geworden van antisemitische bekladdingen. 

Ik tolereer geen jodenhaat. Daar is geen plek voor in Nederland.
https://t.co/yTNfQUiwV3"	1365789044811177984	@SigridKaag ...Met je vacciNAZI bewijs !!!	Unrelated	Unrelated	
1365605335352885251	"Tijd voor een rondvraag.

1)Ik laat me #vaccineren omdat ik angst heb van het #coronavirus 

2)Ik laat me #vaccineren omdat ik mijn vrijheid terug wil

3)Ik laat me #vaccineren omwille van angst en om vrijheid terug te krijgen

4)Ik laat me nooit #vaccineren

Dank voor retweet."	1365789331122749440	"@RemelsLouis @ockhams Helaas beschermt u geen anderen als u gevaccineerd bent. U kunt het virus nog steeds verspreiden. 

Daardoor begrijp ik het volgende standpunt niet: âEen vaccin neem je om mensen om je heen te beschermen.â

Bron: Pfizer https://t.co/qnyPlysCsp"	Neutral	Disagree	
1365782162864300035	"Op dit moment worden alleen volwassenen vanaf 18 jaar meegenomen in de vaccinatiestrategie. ""Als je het volle effect zou willen bereiken moeten we ook gaan kijken naar de mogelijkheid van het vaccineren van oudere kinderen,"" zegt Koopmans' https://t.co/3pn1vJwpdF #covid19nl"	1365789936625008640	@Simone_Voice @Piederee Ik las pas dat Hugo de Jonge in een interview toegaf zijn kinderen voorlopig niet te laten vaccineren.... Die van mij worden voorlopig ook niet gevaccineerd.	Favour	Disagree	
1365671310349770756	"Wanneer stopt men met doen alsof de pandemie de schuld is van beleidsmakers en experts?
Wanneer stopt men met inhakken op mensen die de onpopulaire job hebben om maatregelen op te leggen/aan te houden omdat een deel v.d. bevolking liever z'n zin doet?"	1365790164992294921	@Bart_Vercaemer Als de mensen die zeer goed betaald worden om dit aan te pakken dit op een manier die die verwacht wordt voor dat salaris. Mondmaskers (3x), Tracing, Barometer, Vaccinatie, SCM, handhaving, communicatie, App,... Deze mensen kosten elke 5 jaar 3.5 miljard euro. Duur voor onkunde.	Unrelated	Unrelated	
1365768499013025792	Die corona kapsels zijn zo slecht nog niet.. https://t.co/b5Zw57gyHT	1365791431676338176	@dokterharry Grapjas, maar ik moet wel steeds aan de Daltons en Lucky Luke denken... maar dan met vaccin-versieð	Unrelated	Unrelated	
1365671310349770756	"Wanneer stopt men met doen alsof de pandemie de schuld is van beleidsmakers en experts?
Wanneer stopt men met inhakken op mensen die de onpopulaire job hebben om maatregelen op te leggen/aan te houden omdat een deel v.d. bevolking liever z'n zin doet?"	1365791630062673920	@Bart_Vercaemer @morganmoller Mag ik u uitnodigen om met mij een weekje in het vaccinatiecentrum te komen werken, dan kan u het puike werk van onze beleidsmakers ook eens van dichtbij zien. Altijd welkom, we gaan veel tijd hebben om.vanalles te bespreken bij gebrek aan patiÃ«nten.	Unrelated	Unrelated	
1365771672939343873	Hoeveel frigo's hebben we eigenlijk en tot waar kan deze grafiek stijgen? https://t.co/SKOaQeCc5l	1365791820307906563	@KrisRemels @VermeylenS En toch durft @wbeke zeggen dat er geen vaccins op overschot in de frigo liggen. De hele wereld lacht met onze geweldige vaccinatiecentra die momenteel op nog geen 5% van hun capaciteit draaien	Unrelated	Unrelated	
1365692045789196289	Geen van mijn kinderen is ingeënt. Van een aantal bevriende families ook niet. Ze leven overal in NL (aantal inmiddels volwassen) en mankeren niks. Noot: veel ziekten waar men tegen inent zijn geheel niet gevaarlijk en daarmee blijkt dat er een propagandacircus op gezet wordt.	1365791956266319876	@lorelei3112 @MaartenStammers @WitchCraftiste En straks ook niet zonder negatief testresultaat of vaccinatiecertificaat zeker. Houzee! Lol. Waarom denk je dat ik überhaupt bij jou wil wezen? Vanwaar die obsessie met volkomen gezonde ongevaccineerde families? Uit naastenliefde zeker. Lol https://t.co/msrMbhnZO1	Against	Disagree	
1365735103687753735	"Wat een geweldige dag met de vrijheidskaravaan in Oss en Den Bosch! 
Ongelofelijk veel moedige mensen die hun oude leven terug willen. 
Zonder 1,5 meter, zonder lockdown, zonder mondkapjes en zonder avondklok. 
#StemNederlandTerug #FVD https://t.co/opsOHKxNJ0"	1365791986343682049	@digiboy74 @WybrenvanHaga @thierrybaudet @hugodejonge [2\3] 2. In het coronavaccin zitten allemaal stoffen die de actieve farmaceutische stof ondersteunt. Ik kan de chemische naam noteren maar dat zal U niets zeggen. Waar het om gaat is dat het molecuul louter een immuunrespons opwekt. Er is geen sprake van invloed op cellulaire	Unrelated	Unrelated	
1365789096153649152	Wat Marcel zegt! Wanneer grijpt @Het_OM in? #pizzagate https://t.co/9EwRsaNsvy	1365792036989853701	"@marcelvandenber @MoniqueJuweel Klopt. In de zomer kwam ik hem al tegen in de echokamers. Hij vertelde zeer stellig dat het vaccin ""absoluut dodelijk"" zou zijn. ð¤ª
https://t.co/f6AjpE6uGL"	Unrelated	Unrelated	
1365566828622344193	"Hoe kun je er in godsnaam tegen zijn om bijwerkingen van de Corona prik te registreren?!? 

#StemNederlandTerug #Vaccinatie #klaarmetRutte #klaarmetdeJonge #klaarmetRIVM https://t.co/sKmB1oq8vU"	1365792676969385984	"@MichaSpaanstra @Flipsch @MyrtheRythmes Je weet dat de 4.4% niet correct was? 

En dat 0.26% van de gevaccineerden bijwerkingen hadden, van vermoeidheid en hoofdpijn tot erger, maar van de 0.26% veruit het grootste deel alleen milde klachten?"	Against	Disagree	
1365605335352885251	"Tijd voor een rondvraag.

1)Ik laat me #vaccineren omdat ik angst heb van het #coronavirus 

2)Ik laat me #vaccineren omdat ik mijn vrijheid terug wil

3)Ik laat me #vaccineren omwille van angst en om vrijheid terug te krijgen

4)Ik laat me nooit #vaccineren

Dank voor retweet."	1365793283432194056	"@RobinHoorelbeke @ockhams @sumixamxefitnop Sanofi zou aan 2 types covid vaccins werken: klassiek en ook mRNA.
ððð
https://t.co/reHwqQWVxS https://t.co/jJAIThOSy4"	Neutral	Unrelated	
1365790474183847938	Is het in Nederland en Belgie mogelijk om je antistoffen op corona te laten bepalen wanneer je geen bewijs hebt dat je positief testte op corona? https://t.co/MrmM7QDP6u	1365793571929018374	"@THoutkooper wat bedoel je met psychiatrisch reageren. 
En hoe dichter bij die groepsimmuniteit hoe beter, dus of je reactie op mijn tweet is wat mierenneuken of ik begrijp niet goed op welke manier je reactie een antwoord is op het idee om mensen met antistoffen nu nog niet te vaccineren."	Unrelated	Unrelated	
1365790039989489671	"Nog iets bijzonders vandaag met een politicus of zo? 
Was een beetje afwezig."	1365793846253264902	"@theoreet Ja dat, hoop nog altijd dat als ik gevaccineerd ga worden mijn laptop nog sneller gaat ;-)"	Unrelated	Unrelated	
1365788280927715342	"Is het niet vreemd dat een grote stevige kerel dezelfde hoeveelheid vaccin krijgt ingespoten als een kleine magere vrouw? 
Zou me kunnen voorstellen dat het effect op iemand van 100 kilo anders is dan bij iemand van 50 kilo.. Hoe zit dat eigenlijk? #Vaccinatie #RIVM"	1365793998732988416	@DianadeRaaf Dankje, Diana. Ja, het is hetzelfde vaccin, dat snap ik. Maar waarom krijgen wij allen dezelfde hoeveelheid toegediend? Ongeacht ons gewicht en geslacht?	Neutral	Query	
1365190432850870272	"Zeg @IGJnl wanneer grijpen jullie nou EINDELIJK eens in tegen dit soort schandelijke collega's? 
https://t.co/QFPqnduczr"	1365794371858219012	@DanielH_ambuzhz @rick_tweets @deLijfarts @IGJnl Het probleem met die studies die nog lopen dus... We hadden het over de studies... Pfizer test nog hoelang de immuniteit aanhoudt. Waarom is dat problematisch voor jou?	Unrelated	Unrelated	
1365735837741113344	Moeten we niet voluit gaan voor éénprikstrategie? We vragen het aan Marc Van Ranst en Geert Molenberghs https://t.co/XzRMnGaEbh	1365794373993127936	@HLN_BE Als je logistiek expert moet zijn om te weten hoeveel sneller  de 1 prik strategie gaat, dan is iemand die de tafel van 2 kent een expert. Zero stock wordt dat, dus 450k meer gevaccineerd vandaag. Trouwens met een normale logistiek (10 dagen) heb je ook al 300k meer, en D2 op 21e	Favour	Elaborate	
1365794405773418499	Zo te zien kunnen we beter allemaal onze diepvries beginnen leeg eten zodat we kunnen plaats maken om de vaccins te helpen stockeren. https://t.co/tgbANryslE	1365794757545517063	"@lenigeliefde Ik zou vooral je voorraden koesteren, zuster. Als je een goed stuk voedsel hebt en een vaccin van niets, dan gaat die laatste bij mij in de bak. Een vaccin kan ik niet eten &lt;3 &lt;3"	Favour	Disagree	
1365586659346165765	Ipv elke dag door te drammen over #versoepelingen, kunnen we er ons beter bij neerleggen dat dit regime nog tot in juni zal duren. En de pers zou hierop moeten inspelen met hoe dat te doen, ipv elke dag iets lekkers voor te houden. #coronamaatregelen	1365795786232102922	@philipdutre Juni? Zoals de vaccinaties nu lopen- en er is geen beterschap te verwachten- wordt deze situatie gewoon over het jaar getild.	Unrelated	Unrelated	
1365417831219802114	Wat nou als na 10 jaar blijkt dat alle gevaccineerden onvruchtbaar zijn geworden? Wat dan?	1365796667312779267	@Talk2Myra Dan is het te hopen dat er voldoende ongevaccineerde en vruchtbare mensen zijn. En dat deze extra voorzichtig zijn met het hebben van onbeschermde seks met gevaccineerden.	Against	Elaborate	
1365622665365569537	Ik snap niet zo goed wat mensen tegen vaccineren hebben! Iedereen is als kind al gevaccineerd (difterie, pokken, polio, Mazelen, ed). Hiermee zijn heel veel levens gered. Nu het tegen corona is protesteert iedereen! Het is voor uw gezondheid en dat van anderen! https://t.co/nW7Go2N3ny	1365798097071206400	"@knipoog50 Volgens deze redenering gaat het ook mis met de griep. Niet alleen ouderen, maar ook jongeren zouden de jaarlijkse griepprik moeten halen. In 2018 hadden we ruim 9400 griepdoden. 

Dus dat moet anders. ""Het is voor uw gezondheid en dat van anderen!"""	Favour	Query	
1365772251589705732	Geen #D66 https://t.co/jVPAyxXvsd	1365798594972962817	"@Youknowmynamei2 Ik vind het juist handig zoân vaccinatiebewijs. Dan kun je je tenminste weer vrijer bewegen.
Overigens is er niets nieuws aan zoiets. Ik heb ook een boekje waarin al mijn inentingen staan."	Unrelated	Unrelated	
1367205127254401027	OK, ik hou het toch echt bij de inhoud. Maar top tweets in mijn twitter analytics sinds juni: ontkenners, PCRgate, het RIVM/Overheid/OMT heeft het fout, hatemail, nog meer PCR gate. Alleen in februari iets inhoudelijks. Maurice, Peter Borger, diverse trolls. Makes you wonder..	1367718233302794240	@Amm77778403 @MarionKoopmans Staatsbetaalde Sept 2020 troll. Goed gedaan. Zit. Pootje geven. Prikje nemen. Daâs braaf.	Unrelated	Unrelated	
1367655113628807169	@jeroenbossaert, nog steeds overtuigd dat er over vitamine D in deze, geen ernstig materiaal te vinden is?  https://t.co/mmNn4TK8bw	1367719598053859331	"@StevenBuytaert @jeroenbossaert 2de keer deze week dat ik ""heeft mogelijk vitamine D een invloed ?"" tegenkom in een serieuze studie, dus gebaseerd op veldwerk ..
Echte Wetenschap vereist dan dat zoiets tenminste verder wordt onderzocht ..
(maar hier is het verhaal : enkel ons ""gedrag"", en vaccins, tellen ! ..)"	Unrelated	Unrelated	
1367538519976144896	"Man uit Heteren overleden na coronaprik. Dit is dus de reden dat zo'n vaccin nooit, maar dan ook echt nooit verplicht mag worden. Ook zouden mensen geïnformeerd moeten worden over de eventuele gevolgen van dit nieuwe vaccin. Wees transparant overheid...

https://t.co/MqwMf8PI3Q"	1367720964956504067	@Jopkiedora Dat dus... Aan het vaccin mag niet getwijfeld worden lijkt wel	Against	Elaborate	
1367721481610928129	"Hoe heeft het kunnen gebeuren dat Nederland een kabinet heeft dat ons land compleet heeft gesloopt met fout coronabeleid? 
Er komt een moment dat deze bureaucraten zich zullen moeten verantwoorden voor hun daden...
#StemNederlandTerug #FVD 
 @Telegraaf https://t.co/aAOgFSk9Xg"	1367730695943127043	@WybrenvanHaga @telegraaf Je leest inderdaad dat zij niets begrijpt van het gedrag van de Nederlanders. Gewoon de regels naleven en er is niets aan de hand! De sterfte neemt nu al af door de vaccins! Doorgaan dus en op naar een betere toekomst, zonder racisme! Zeg nee tegen racisme. Zeg dus nee tegen #FVD	Unrelated	Unrelated	
1367043744072159236	"Onbegrijpelijk dat het kabinet zo'n weerstand heeft tegen het per vaccin registreren van bijwerkingen en sterfgevallen. Een eerlijke en deugdelijke registratie zou vanzelfsprekend moeten zijn!
#StemNederlandTerug #FVD 
https://t.co/H07WqcwwFL"	1367730856564056069	@WybrenvanHaga @jacquel92515416 ð§2 mrt. met het Lareb gebeld: registratie bijwerkingen mRNA. Website Lareb WERD elke dinsdag geupdate. Vanaf volgende week WORDT dat 2-wekelijks. Dagelijks nu  1200 bijwerkingen gemeld. Daarom zou er geen tijd zijn website 'wekelijks' bij te werken? DOOFPOT wordt gecreÃ«erd!	Against	Elaborate	
